user,label,num_classes,duration,order,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
23,effort,5,13.751009941101074,5,236532,0.41030235465403553,0.3567378310660186,0.2779181205405118,0.30778072685997165,0.2419245867694954,0.41030235465403553
24,attention,5,7.457779407501221,5,109652,0.3880153478471694,0.3262475809008674,0.2808339871301784,0.2465527047113806,0.22236584605589008,0.3880153478471694
24,interest,5,7.876208543777466,5,109652,0.3240660314940576,0.2797028729817256,0.23702761478032192,0.2321429115650755,0.21099487929660268,0.3240660314940576
24,effort,5,7.110992193222046,5,109652,0.3119392260980509,0.2822541457599563,0.20902587170580147,0.2270642826148855,0.198268592233917,0.3119392260980509
25,attention,4,13.525688171386719,5,261336,0.27413693440350934,0.2571984624618278,0.2567050567202188,0.20567949765532045,0.15718960991480085,0.27413693440350934
25,interest,5,15.981892585754395,5,261336,0.2588619819844508,0.19428746012478637,0.16242045411498687,0.1468488777813517,0.10929173469375504,0.2588619819844508
25,effort,4,13.566678047180176,5,261336,0.5039836291169513,0.34708980064577194,0.22744915630001813,0.22660148012394582,0.2103027715809386,0.5039836291169513
1,attention,5,6.490153551101685,6,85991,0.30338570395206566,0.3043871274044363,0.22262368678855576,0.2574349215333559,0.20855171104953968,0.30338570395206566
1,interest,5,6.2489166259765625,6,85991,0.30268870636053136,0.2834546215932093,0.2150733851142516,0.1919876920466605,0.16605525043938205,0.30268870636053136
1,effort,5,6.747907876968384,6,85991,0.2115020513885689,0.1770721272973021,0.1536918540129966,0.14165770183784168,0.13821565000428226,0.2115020513885689
2,attention,4,7.478299379348755,6,155966,0.3875887272016397,0.359123843171585,0.3987448645529806,0.34379320772929967,0.3282009408245189,0.3875887272016397
2,interest,5,9.619700908660889,6,155966,0.26179161929489825,0.23911282530797315,0.17338527972897955,0.16492469994898107,0.1548405741111735,0.2617916192948983
2,effort,5,11.086721181869507,6,155966,0.17755789724029614,0.1292174703831213,0.13578309785526133,0.12525252143224103,0.1169783852381104,0.17755789724029614
3,attention,5,15.006461381912231,6,145361,0.32106629267848164,0.22614312447438595,0.2135772069490129,0.20564469373872668,0.19872826081539094,0.32106629267848164
3,interest,5,11.58163571357727,6,145361,0.3587971034060902,0.34856446943832325,0.3607104583715642,0.31096755431431183,0.28951629402413886,0.3587971034060902
3,effort,5,11.020347356796265,6,145361,0.22052006315945852,0.17959726002285445,0.23937315626170924,0.17959726002285445,0.17520226767023483,0.22052006315945852
6,attention,3,7.308370113372803,6,171763,0.41810475505155714,0.3492554057802735,0.36172028783400606,0.3492554057802735,0.31830623547562586,0.41810475505155714
6,interest,3,6.636482238769531,6,171763,0.39423299223828223,0.4090293007722998,0.4137651184728184,0.4090293007722998,0.35774803451501325,0.39423299223828223
6,effort,5,10.584932804107666,6,171763,0.19618283198477968,0.18821021350199182,0.14357207075908868,0.15316511528900073,0.11492481695420217,0.19618283198477968
7,attention,4,7.92083477973938,6,174558,0.43682997054964295,0.37402914010346755,0.23566976040103582,0.23783398420175428,0.21774578514332674,0.43682997054964295
7,interest,4,8.295138120651245,6,174558,0.458311147198315,0.3749611371284832,0.25131899695519944,0.25536053353039256,0.22076930284116583,0.458311147198315
7,effort,4,9.29696774482727,6,174558,0.4775406275288425,0.4126363153632431,0.32476661422090214,0.3084485135840428,0.27525953285014426,0.4775406275288425
8,attention,5,14.346242189407349,6,222319,0.30944849283723985,0.19961470590290198,0.18651303569532848,0.17352012946998974,0.1480728367707876,0.30944849283723974
8,interest,5,14.778907299041748,6,222319,0.2422003482961582,0.24836193065032464,0.21440899662236754,0.19635955414857828,0.15048545321949675,0.2422003482961582
8,effort,5,14.591159582138062,6,222319,0.27796983310370726,0.2263928607865741,0.2022379200293519,0.2057582220782471,0.19224614047177252,0.27796983310370726
9,attention,5,15.690134048461914,6,251940,0.23915360542737907,0.1836789128524528,0.1890137682721473,0.17052554213359644,0.16514098325089738,0.23915360542737907
9,interest,5,15.765754699707031,6,251940,0.22009472700778115,0.182393943827658,0.15655941778865623,0.16505152013617436,0.14832997441852885,0.22009472700778115
9,effort,5,15.375685691833496,6,251940,0.36798635711716987,0.2392656091609286,0.25745279421377176,0.19978919063110126,0.16366446701450635,0.3679863571171699
